"Gene_Id","padj","logFC","status"
"200792_at",0.398,1.5453113,"Not_Significant"
"213764_s_at",0.398,-3.3391614,"Not_Significant"
"215629_s_at",0.398,1.0424607,"Not_Significant"
"213135_at",0.398,0.9480716,"Not_Significant"
"201371_s_at",0.398,0.9314622,"Not_Significant"
"215650_at",0.398,-1.3242817,"Not_Significant"
"213511_s_at",0.398,1.5080464,"Not_Significant"
"212956_at",0.398,1.1890895,"Not_Significant"
"215774_s_at",0.398,-1.3635582,"Not_Significant"
"200852_x_at",0.398,0.9161195,"Not_Significant"
"201110_s_at",0.398,1.2164261,"Not_Significant"
"220120_s_at",0.398,-1.4870092,"Not_Significant"
"202688_at",0.398,1.3653113,"Not_Significant"
"219934_s_at",0.398,-0.8803556,"Not_Significant"
"208526_at",0.398,-1.205665,"Not_Significant"
"202023_at",0.398,1.3058734,"Not_Significant"
"40189_at",0.4011,1.0007608,"Not_Significant"
"219259_at",0.4011,-1.1967949,"Not_Significant"
"219913_s_at",0.4052,2.007849,"Not_Significant"
"208170_s_at",0.4052,-1.2216446,"Not_Significant"
"213605_s_at",0.4052,2.5354946,"Not_Significant"
"208400_at",0.4052,-1.1299075,"Not_Significant"
"209990_s_at",0.4052,1.4381833,"Not_Significant"
"209188_x_at",0.4052,1.1291329,"Not_Significant"
"37953_s_at",0.4052,-1.4973926,"Not_Significant"
"220420_at",0.4052,-1.1751194,"Not_Significant"
"209859_at",0.4052,1.2509033,"Not_Significant"
"209793_at",0.4052,-0.9759248,"Not_Significant"
"217778_at",0.4052,1.1009795,"Not_Significant"
"211199_s_at",0.4052,-1.2324221,"Not_Significant"
"215245_x_at",0.4052,1.1638616,"Not_Significant"
"209475_at",0.4052,1.208299,"Not_Significant"
"211784_s_at",0.4061,1.0998992,"Not_Significant"
"201447_at",0.4095,0.8769523,"Not_Significant"
"206813_at",0.4095,-1.748418,"Not_Significant"
"201273_s_at",0.4095,1.5791325,"Not_Significant"
"201448_at",0.4095,2.4097043,"Not_Significant"
"219037_at",0.4095,0.9486384,"Not_Significant"
"221189_s_at",0.4095,-0.8995798,"Not_Significant"
"204653_at",0.4095,1.3882826,"Not_Significant"
"211492_s_at",0.4095,-1.3438993,"Not_Significant"
"90265_at",0.4095,-1.4807944,"Not_Significant"
"217816_s_at",0.4095,0.9859419,"Not_Significant"
"204735_at",0.4095,-0.8242095,"Not_Significant"
"212153_at",0.4121,1.3599746,"Not_Significant"
"220074_at",0.4124,-1.1261183,"Not_Significant"
"218962_s_at",0.4124,0.9883201,"Not_Significant"
"221788_at",0.4124,-1.2263592,"Not_Significant"
"201413_at",0.4124,0.8664337,"Not_Significant"
"221971_x_at",0.4124,1.0789677,"Not_Significant"
"214414_x_at",0.4124,-2.0321062,"Not_Significant"
"207078_at",0.4124,1.4510943,"Not_Significant"
"217028_at",0.4124,1.422136,"Not_Significant"
"212538_at",0.4124,1.1321399,"Not_Significant"
"220832_at",0.4124,-0.9386148,"Not_Significant"
"205166_at",0.4124,-1.2381881,"Not_Significant"
"213459_at",0.4179,1.0734572,"Not_Significant"
"200626_s_at",0.4179,1.9438662,"Not_Significant"
"207275_s_at",0.4179,-1.0892895,"Not_Significant"
"32837_at",0.4179,-0.8056549,"Not_Significant"
"217941_s_at",0.4179,0.7002975,"Not_Significant"
"215683_at",0.4179,0.8972216,"Not_Significant"
"213554_s_at",0.4179,-1.1155087,"Not_Significant"
"210460_s_at",0.4179,1.4720172,"Not_Significant"
"213654_at",0.4179,0.7708358,"Not_Significant"
"203739_at",0.4179,1.3388919,"Not_Significant"
"203912_s_at",0.4179,-0.8795285,"Not_Significant"
"203809_s_at",0.4179,-1.2937708,"Not_Significant"
"221230_s_at",0.4179,0.8464247,"Not_Significant"
"212364_at",0.4179,0.7697028,"Not_Significant"
"207237_at",0.4179,-0.6995318,"Not_Significant"
"201690_s_at",0.4179,1.4074763,"Not_Significant"
"201409_s_at",0.4179,1.2459804,"Not_Significant"
"205339_at",0.4179,0.7894926,"Not_Significant"
"211916_s_at",0.4179,-0.6944296,"Not_Significant"
"200068_s_at",0.4179,0.858615,"Not_Significant"
"214826_at",0.4179,-1.3466936,"Not_Significant"
"205471_s_at",0.4179,1.9552458,"Not_Significant"
"216834_at",0.4179,1.5888254,"Not_Significant"
"201839_s_at",0.4179,1.9270937,"Not_Significant"
"207484_s_at",0.4179,-1.2023263,"Not_Significant"
"212281_s_at",0.4179,2.1413933,"Not_Significant"
"219802_at",0.4179,0.9369689,"Not_Significant"
"208846_s_at",0.4179,1.2924906,"Not_Significant"
"217200_x_at",0.4179,1.2437096,"Not_Significant"
"201362_at",0.4179,0.9949096,"Not_Significant"
"215049_x_at",0.4179,-1.3204593,"Not_Significant"
"201132_at",0.4179,1.0824627,"Not_Significant"
"209771_x_at",0.4179,1.8580774,"Not_Significant"
"213918_s_at",0.4179,1.6527876,"Not_Significant"
"206623_at",0.4179,-1.4491073,"Not_Significant"
"211098_x_at",0.4179,-0.9570152,"Not_Significant"
"207036_x_at",0.4179,-1.9617293,"Not_Significant"
"215025_at",0.4179,-0.8227676,"Not_Significant"
"200654_at",0.4179,2.02476,"Not_Significant"
"202588_at",0.4179,-0.8820835,"Not_Significant"
"200098_s_at",0.4179,1.0060134,"Not_Significant"
"202375_at",0.4179,0.9449436,"Not_Significant"
"205827_at",0.4179,-1.3583411,"Not_Significant"
"218215_s_at",0.4179,-1.1238705,"Not_Significant"
"203132_at",0.4179,1.1034512,"Not_Significant"
"210891_s_at",0.4179,0.7282061,"Not_Significant"
"201079_at",0.4179,1.4648364,"Not_Significant"
"202603_at",0.4179,0.7232526,"Not_Significant"
"217956_s_at",0.4179,1.4373484,"Not_Significant"
"203302_at",0.4179,1.0202138,"Not_Significant"
"40255_at",0.4179,0.8987149,"Not_Significant"
"210551_s_at",0.4179,-1.0884236,"Not_Significant"
"209693_at",0.4179,1.7562715,"Not_Significant"
"209386_at",0.4179,1.1423527,"Not_Significant"
"211044_at",0.4179,-0.9555976,"Not_Significant"
"203117_s_at",0.4179,1.3162097,"Not_Significant"
"203012_x_at",0.4179,1.2713602,"Not_Significant"
"219109_at",0.4179,1.2508456,"Not_Significant"
"219495_s_at",0.4179,1.5790019,"Not_Significant"
"207453_s_at",0.4179,-0.7947229,"Not_Significant"
"207203_s_at",0.4179,-0.9726716,"Not_Significant"
"218696_at",0.4179,1.3034857,"Not_Significant"
"211740_at",0.4179,-0.9741932,"Not_Significant"
"212560_at",0.4179,0.8927972,"Not_Significant"
"215810_x_at",0.4179,1.1732034,"Not_Significant"
"203851_at",0.4179,-0.9935145,"Not_Significant"
"222258_s_at",0.4179,1.4352208,"Not_Significant"
"206604_at",0.4179,-1.0408372,"Not_Significant"
"221009_s_at",0.4179,-1.458814,"Not_Significant"
"208497_x_at",0.4179,-0.8002961,"Not_Significant"
"216306_x_at",0.4179,0.9171105,"Not_Significant"
"200944_s_at",0.4179,1.0079342,"Not_Significant"
"201380_at",0.4179,-0.7346313,"Not_Significant"
"209351_at",0.4179,2.135276,"Not_Significant"
"216072_at",0.4179,-1.6813894,"Not_Significant"
"209694_at",0.4179,1.2319057,"Not_Significant"
"202286_s_at",0.4179,2.2791289,"Not_Significant"
"200864_s_at",0.4179,1.1049368,"Not_Significant"
"217447_at",0.4179,-1.2449613,"Not_Significant"
"201911_s_at",0.4179,1.4212423,"Not_Significant"
"212036_s_at",0.4179,1.8753404,"Not_Significant"
"204668_at",0.4179,-0.7607898,"Not_Significant"
"216762_at",0.4179,-1.1711764,"Not_Significant"
"214686_at",0.4179,0.9997847,"Not_Significant"
"211699_x_at",0.4179,-1.3621262,"Not_Significant"
"205679_x_at",0.4179,-1.1988782,"Not_Significant"
"200851_s_at",0.4179,1.4843455,"Not_Significant"
"204764_at",0.4179,-1.5346642,"Not_Significant"
"204876_at",0.4179,-1.2953377,"Not_Significant"
"205164_at",0.4179,-0.9570693,"Not_Significant"
"201661_s_at",0.4179,0.9057634,"Not_Significant"
"218189_s_at",0.4179,1.9320863,"Not_Significant"
"219885_at",0.4179,-1.0679205,"Not_Significant"
"210203_at",0.4179,-1.364098,"Not_Significant"
"218830_at",0.4179,0.7320622,"Not_Significant"
"220741_s_at",0.4179,1.2058969,"Not_Significant"
"213019_at",0.4179,1.6236814,"Not_Significant"
"202372_at",0.4179,0.952126,"Not_Significant"
"209023_s_at",0.4179,1.6880972,"Not_Significant"
"209780_at",0.4179,1.5032855,"Not_Significant"
"209321_s_at",0.4179,0.9068834,"Not_Significant"
"220553_s_at",0.4179,0.9151159,"Not_Significant"
"217962_at",0.4179,-0.9669057,"Not_Significant"
"212875_s_at",0.4179,-1.2432559,"Not_Significant"
"212646_at",0.4179,-0.6957534,"Not_Significant"
"219030_at",0.4179,1.3767352,"Not_Significant"
"218842_at",0.4179,1.0773553,"Not_Significant"
"207627_s_at",0.4179,-1.1314141,"Not_Significant"
"215587_x_at",0.4179,1.3020549,"Not_Significant"
"221736_at",0.4179,0.7388129,"Not_Significant"
"216199_s_at",0.4179,1.2330453,"Not_Significant"
"212015_x_at",0.4179,1.5024445,"Not_Significant"
"202956_at",0.4179,1.3353927,"Not_Significant"
"206693_at",0.4179,1.3055176,"Not_Significant"
"221193_s_at",0.4179,1.1405739,"Not_Significant"
"202451_at",0.4179,1.2314809,"Not_Significant"
"212256_at",0.4179,1.157608,"Not_Significant"
"221117_at",0.4179,-0.8321651,"Not_Significant"
"213023_at",0.4179,-1.0598621,"Not_Significant"
"205228_at",0.4179,-1.0010075,"Not_Significant"
"214280_x_at",0.4179,1.5633812,"Not_Significant"
"215320_at",0.4179,-0.8742268,"Not_Significant"
"215340_at",0.4179,-1.2604793,"Not_Significant"
"206401_s_at",0.4179,-0.9115186,"Not_Significant"
"211968_s_at",0.4179,0.69573,"Not_Significant"
"205789_at",0.4179,-1.9436769,"Not_Significant"
"213012_at",0.4179,1.4168756,"Not_Significant"
"210675_s_at",0.4179,-1.1381221,"Not_Significant"
"206365_at",0.4179,-1.6697215,"Not_Significant"
"204788_s_at",0.4179,-1.0863064,"Not_Significant"
"213136_at",0.4179,1.5322427,"Not_Significant"
"221918_at",0.4179,0.7887661,"Not_Significant"
"202915_s_at",0.4179,1.3632878,"Not_Significant"
"220437_at",0.4179,-0.9536821,"Not_Significant"
"202018_s_at",0.4179,2.2382647,"Not_Significant"
"212638_s_at",0.4179,1.6730485,"Not_Significant"
"220546_at",0.4179,-1.3415322,"Not_Significant"
"203447_at",0.4179,0.7249415,"Not_Significant"
"221806_s_at",0.4179,1.0264399,"Not_Significant"
"204886_at",0.4179,-1.1341087,"Not_Significant"
"210327_s_at",0.4179,-1.1237671,"Not_Significant"
"209964_s_at",0.4179,-0.7099078,"Not_Significant"
"213724_s_at",0.4179,-1.0179612,"Not_Significant"
"212342_at",0.4179,1.7760323,"Not_Significant"
"202846_s_at",0.4179,1.0359888,"Not_Significant"
"212446_s_at",0.4179,1.1045626,"Not_Significant"
"201442_s_at",0.4179,-0.8281936,"Not_Significant"
"209974_s_at",0.4179,0.9167066,"Not_Significant"
"213774_s_at",0.4179,-0.8133156,"Not_Significant"
"203167_at",0.4179,-0.8752043,"Not_Significant"
"217880_at",0.4179,1.0394634,"Not_Significant"
"219058_x_at",0.4179,-1.6351893,"Not_Significant"
"203023_at",0.4179,-1.3914283,"Not_Significant"
"221530_s_at",0.4179,1.1431465,"Not_Significant"
"201372_s_at",0.4179,1.55132,"Not_Significant"
"213684_s_at",0.4179,1.7388568,"Not_Significant"
"219295_s_at",0.4179,-1.8305688,"Not_Significant"
"201947_s_at",0.4179,2.3962561,"Not_Significant"
"203301_s_at",0.4179,1.2365618,"Not_Significant"
"207410_s_at",0.4179,-1.417205,"Not_Significant"
"200593_s_at",0.4179,0.9591758,"Not_Significant"
"210783_x_at",0.4179,-1.2177342,"Not_Significant"
"214386_at",0.4179,0.9112895,"Not_Significant"
"217073_x_at",0.4179,-0.801905,"Not_Significant"
"201348_at",0.4179,-1.274512,"Not_Significant"
"215607_x_at",0.4179,0.8644925,"Not_Significant"
"207996_s_at",0.4179,1.0528891,"Not_Significant"
"203654_s_at",0.4179,0.9789665,"Not_Significant"
"212961_x_at",0.4179,1.2980332,"Not_Significant"
"209068_at",0.4179,1.0681433,"Not_Significant"
"212151_at",0.4179,0.9990343,"Not_Significant"
"217645_at",0.4179,-0.8427165,"Not_Significant"
"210752_s_at",0.4179,-1.1816321,"Not_Significant"
"214737_x_at",0.4179,1.1803323,"Not_Significant"
"201997_s_at",0.4179,1.2256618,"Not_Significant"
"221223_x_at",0.4179,-0.8073064,"Not_Significant"
"212918_at",0.4179,1.6779506,"Not_Significant"
"205156_s_at",0.4179,-1.1635107,"Not_Significant"
"214678_x_at",0.4179,2.3962222,"Not_Significant"
"212131_at",0.4179,1.6249769,"Not_Significant"
"202769_at",0.4179,0.8432792,"Not_Significant"
"213524_s_at",0.4179,-1.3573058,"Not_Significant"
"218671_s_at",0.4179,0.9142162,"Not_Significant"
"221423_s_at",0.4179,-1.2366541,"Not_Significant"
"200043_at",0.4179,1.6633243,"Not_Significant"
"213182_x_at",0.4179,-0.7714084,"Not_Significant"
"216193_at",0.4179,-1.132439,"Not_Significant"
"213063_at",0.4179,0.8266601,"Not_Significant"
"218909_at",0.4179,1.2964745,"Not_Significant"
"218604_at",0.4179,1.0607957,"Not_Significant"
"207722_s_at",0.4179,-1.4951396,"Not_Significant"
"206055_s_at",0.4179,1.7877439,"Not_Significant"
"213793_s_at",0.4179,2.1190871,"Not_Significant"
"205712_at",0.4179,-0.6944083,"Not_Significant"
"211459_at",0.4179,-0.9366497,"Not_Significant"
"208651_x_at",0.4179,1.1307761,"Not_Significant"
"207815_at",0.4179,-1.1792415,"Not_Significant"
"212766_s_at",0.4179,0.9884602,"Not_Significant"
"221553_at",0.4179,1.1184338,"Not_Significant"
"208511_at",0.4179,-1.1994625,"Not_Significant"
"215572_at",0.4179,-1.0337362,"Not_Significant"
"219583_s_at",0.4179,0.7240697,"Not_Significant"
"202750_s_at",0.4179,1.1174766,"Not_Significant"
"203846_at",0.4179,-0.7650143,"Not_Significant"
"206225_at",0.4179,-1.7898207,"Not_Significant"
"219982_s_at",0.4179,1.3254215,"Not_Significant"
"216354_at",0.4179,-1.2195656,"Not_Significant"
"206985_at",0.4179,-1.3737305,"Not_Significant"
"201311_s_at",0.4179,1.2223595,"Not_Significant"
"203917_at",0.4179,1.5648451,"Not_Significant"
"218832_x_at",0.4179,-1.1397856,"Not_Significant"
"201277_s_at",0.4179,1.9509105,"Not_Significant"
"209016_s_at",0.4179,2.5528577,"Not_Significant"
"220325_at",0.4179,-1.1922763,"Not_Significant"
"206131_at",0.4179,-0.7559253,"Not_Significant"
"204868_at",0.4179,0.9047444,"Not_Significant"
"203738_at",0.4179,0.8584779,"Not_Significant"
"221950_at",0.4179,-1.03568,"Not_Significant"
"221314_at",0.4179,-0.736509,"Not_Significant"
"204198_s_at",0.4179,0.7982068,"Not_Significant"
"217644_s_at",0.4179,-1.1975817,"Not_Significant"
"202396_at",0.4179,0.9184275,"Not_Significant"
"205559_s_at",0.4179,-2.1106616,"Not_Significant"
"219083_at",0.4179,1.302603,"Not_Significant"
"216331_at",0.4179,-1.2877008,"Not_Significant"
"213810_s_at",0.4179,-1.3007707,"Not_Significant"
"202837_at",0.4179,1.2806415,"Not_Significant"
"222271_at",0.4179,-0.865071,"Not_Significant"
"205629_s_at",0.4179,-0.8623103,"Not_Significant"
"212498_at",0.4179,1.2276858,"Not_Significant"
"206179_s_at",0.4179,-0.786446,"Not_Significant"
"201493_s_at",0.4179,1.3632236,"Not_Significant"
"208426_x_at",0.4179,-1.318773,"Not_Significant"
"222325_at",0.4179,-0.9100825,"Not_Significant"
"220044_x_at",0.4179,0.7511071,"Not_Significant"
"219618_at",0.4179,1.0847516,"Not_Significant"
"210399_x_at",0.4179,-1.0460599,"Not_Significant"
"209952_s_at",0.4179,-0.9413838,"Not_Significant"
"206449_s_at",0.4179,-0.7972741,"Not_Significant"
"216671_x_at",0.4179,-0.8728369,"Not_Significant"
"203743_s_at",0.4179,1.0001476,"Not_Significant"
"210356_x_at",0.4179,-0.6654011,"Not_Significant"
"206640_x_at",0.4179,-1.6914112,"Not_Significant"
"203267_s_at",0.4179,-0.9019747,"Not_Significant"
"200947_s_at",0.4179,1.5133831,"Not_Significant"
"211864_s_at",0.4179,0.9963602,"Not_Significant"
"219543_at",0.4179,-0.686263,"Not_Significant"
"219288_at",0.4179,1.0896743,"Not_Significant"
"211561_x_at",0.4179,-1.0595024,"Not_Significant"
"203157_s_at",0.4179,-0.6980988,"Not_Significant"
"218246_at",0.4179,-0.946738,"Not_Significant"
"202489_s_at",0.4179,1.7858255,"Not_Significant"
"216150_at",0.4179,-1.3071164,"Not_Significant"
"212209_at",0.4179,0.7901614,"Not_Significant"
"214096_s_at",0.4179,1.3196799,"Not_Significant"
"208808_s_at",0.4179,1.0897378,"Not_Significant"
"214360_at",0.4179,-1.1580582,"Not_Significant"
"220310_at",0.4179,-1.0888451,"Not_Significant"
"201786_s_at",0.4179,0.9144716,"Not_Significant"
"207601_at",0.4179,-1.1311754,"Not_Significant"
"201263_at",0.4179,1.1910114,"Not_Significant"
"208862_s_at",0.4179,1.1577634,"Not_Significant"
"204633_s_at",0.4179,1.1220606,"Not_Significant"
"215977_x_at",0.4179,-1.5402667,"Not_Significant"
"203318_s_at",0.4179,-1.0147895,"Not_Significant"
"219334_s_at",0.4179,-1.2706128,"Not_Significant"
"210357_s_at",0.4179,0.9136772,"Not_Significant"
"214888_at",0.4179,-0.9121972,"Not_Significant"
"205722_s_at",0.4179,-0.8236968,"Not_Significant"
"203983_at",0.4179,0.7972637,"Not_Significant"
"212781_at",0.4179,0.926506,"Not_Significant"
"210413_x_at",0.4179,-0.8388832,"Not_Significant"
"203581_at",0.4179,1.3850793,"Not_Significant"
"52159_at",0.4179,0.8792487,"Not_Significant"
"207436_x_at",0.4179,0.9318752,"Not_Significant"
"200968_s_at",0.4179,2.0130195,"Not_Significant"
"219433_at",0.4179,2.0505769,"Not_Significant"
"201689_s_at",0.4179,1.7783159,"Not_Significant"
"203420_at",0.4179,1.8325603,"Not_Significant"
"208988_at",0.4179,1.7102074,"Not_Significant"
"214500_at",0.4179,-0.9950221,"Not_Significant"
"210298_x_at",0.4179,-1.0018236,"Not_Significant"
"215495_s_at",0.4179,-1.5757486,"Not_Significant"
"216878_x_at",0.4179,-1.391951,"Not_Significant"
"207786_at",0.4179,-1.7301702,"Not_Significant"
"210964_s_at",0.4179,-1.646329,"Not_Significant"
"214791_at",0.4179,-1.5400384,"Not_Significant"
