Gene_Id,padj,logFC
204309_at,0.3962,-1.5695489
215034_s_at,0.3962,1.4227356
216142_at,0.3962,-1.3211134
217794_at,0.3962,1.6244453
207941_s_at,0.3962,0.9716993
218740_s_at,0.3962,1.2403993
203894_at,0.3962,-0.980643
215039_at,0.3962,-1.4948998
209899_s_at,0.3962,2.0269036
210406_s_at,0.398,1.6850338
219118_at,0.398,-1.1023958
204014_at,0.398,2.30833
214460_at,0.398,-1.6802807
207071_s_at,0.398,-0.9797272
206491_s_at,0.398,-1.0968165
203848_at,0.398,1.1388041
203066_at,0.398,1.1250726
202890_at,0.398,2.4804277
204223_at,0.398,-1.64492
37549_g_at,0.398,-1.3283374
202823_at,0.398,0.8572281
211155_s_at,0.398,-1.3335608
208185_x_at,0.398,1.1198684
208783_s_at,0.398,1.1332371
213111_at,0.398,1.8310618
215404_x_at,0.398,0.9649507
204134_at,0.398,-1.5462571
202160_at,0.398,1.5307403
207967_at,0.398,-0.8692373
218230_at,0.398,1.0582799
218541_s_at,0.398,1.7165657
200792_at,0.398,1.5453113
213764_s_at,0.398,-3.3391614
215629_s_at,0.398,1.0424607
213135_at,0.398,0.9480716
201371_s_at,0.398,0.9314622
215650_at,0.398,-1.3242817
213511_s_at,0.398,1.5080464
212956_at,0.398,1.1890895
215774_s_at,0.398,-1.3635582
200852_x_at,0.398,0.9161195
201110_s_at,0.398,1.2164261
220120_s_at,0.398,-1.4870092
202688_at,0.398,1.3653113
219934_s_at,0.398,-0.8803556
208526_at,0.398,-1.205665
202023_at,0.398,1.3058734
40189_at,0.4011,1.0007608
219259_at,0.4011,-1.1967949
219913_s_at,0.4052,2.007849
208170_s_at,0.4052,-1.2216446
213605_s_at,0.4052,2.5354946
208400_at,0.4052,-1.1299075
209990_s_at,0.4052,1.4381833
209188_x_at,0.4052,1.1291329
37953_s_at,0.4052,-1.4973926
220420_at,0.4052,-1.1751194
209859_at,0.4052,1.2509033
209793_at,0.4052,-0.9759248
217778_at,0.4052,1.1009795
211199_s_at,0.4052,-1.2324221
215245_x_at,0.4052,1.1638616
209475_at,0.4052,1.208299
211784_s_at,0.4061,1.0998992
201447_at,0.4095,0.8769523
206813_at,0.4095,-1.748418
201273_s_at,0.4095,1.5791325
201448_at,0.4095,2.4097043
219037_at,0.4095,0.9486384
221189_s_at,0.4095,-0.8995798
204653_at,0.4095,1.3882826
211492_s_at,0.4095,-1.3438993
90265_at,0.4095,-1.4807944
217816_s_at,0.4095,0.9859419
204735_at,0.4095,-0.8242095
212153_at,0.4121,1.3599746
220074_at,0.4124,-1.1261183
218962_s_at,0.4124,0.9883201
221788_at,0.4124,-1.2263592
201413_at,0.4124,0.8664337
221971_x_at,0.4124,1.0789677
214414_x_at,0.4124,-2.0321062
207078_at,0.4124,1.4510943
217028_at,0.4124,1.422136
212538_at,0.4124,1.1321399
220832_at,0.4124,-0.9386148
205166_at,0.4124,-1.2381881
213459_at,0.4179,1.0734572
200626_s_at,0.4179,1.9438662
207275_s_at,0.4179,-1.0892895
32837_at,0.4179,-0.8056549
217941_s_at,0.4179,0.7002975
215683_at,0.4179,0.8972216
213554_s_at,0.4179,-1.1155087
210460_s_at,0.4179,1.4720172
213654_at,0.4179,0.7708358
203739_at,0.4179,1.3388919
203912_s_at,0.4179,-0.8795285
203809_s_at,0.4179,-1.2937708
221230_s_at,0.4179,0.8464247
212364_at,0.4179,0.7697028
207237_at,0.4179,-0.6995318
201690_s_at,0.4179,1.4074763
201409_s_at,0.4179,1.2459804
205339_at,0.4179,0.7894926
211916_s_at,0.4179,-0.6944296
200068_s_at,0.4179,0.858615
214826_at,0.4179,-1.3466936
205471_s_at,0.4179,1.9552458
216834_at,0.4179,1.5888254
201839_s_at,0.4179,1.9270937
207484_s_at,0.4179,-1.2023263
212281_s_at,0.4179,2.1413933
219802_at,0.4179,0.9369689
208846_s_at,0.4179,1.2924906
217200_x_at,0.4179,1.2437096
201362_at,0.4179,0.9949096
215049_x_at,0.4179,-1.3204593
201132_at,0.4179,1.0824627
209771_x_at,0.4179,1.8580774
213918_s_at,0.4179,1.6527876
206623_at,0.4179,-1.4491073
211098_x_at,0.4179,-0.9570152
207036_x_at,0.4179,-1.9617293
215025_at,0.4179,-0.8227676
200654_at,0.4179,2.02476
202588_at,0.4179,-0.8820835
200098_s_at,0.4179,1.0060134
202375_at,0.4179,0.9449436
205827_at,0.4179,-1.3583411
218215_s_at,0.4179,-1.1238705
203132_at,0.4179,1.1034512
210891_s_at,0.4179,0.7282061
201079_at,0.4179,1.4648364
202603_at,0.4179,0.7232526
217956_s_at,0.4179,1.4373484
203302_at,0.4179,1.0202138
40255_at,0.4179,0.8987149
210551_s_at,0.4179,-1.0884236
209693_at,0.4179,1.7562715
209386_at,0.4179,1.1423527
211044_at,0.4179,-0.9555976
203117_s_at,0.4179,1.3162097
203012_x_at,0.4179,1.2713602
219109_at,0.4179,1.2508456
219495_s_at,0.4179,1.5790019
207453_s_at,0.4179,-0.7947229
207203_s_at,0.4179,-0.9726716
218696_at,0.4179,1.3034857
211740_at,0.4179,-0.9741932
212560_at,0.4179,0.8927972
215810_x_at,0.4179,1.1732034
203851_at,0.4179,-0.9935145
222258_s_at,0.4179,1.4352208
206604_at,0.4179,-1.0408372
221009_s_at,0.4179,-1.458814
208497_x_at,0.4179,-0.8002961
216306_x_at,0.4179,0.9171105
200944_s_at,0.4179,1.0079342
201380_at,0.4179,-0.7346313
209351_at,0.4179,2.135276
216072_at,0.4179,-1.6813894
209694_at,0.4179,1.2319057
202286_s_at,0.4179,2.2791289
200864_s_at,0.4179,1.1049368
217447_at,0.4179,-1.2449613
201911_s_at,0.4179,1.4212423
212036_s_at,0.4179,1.8753404
204668_at,0.4179,-0.7607898
216762_at,0.4179,-1.1711764
214686_at,0.4179,0.9997847
211699_x_at,0.4179,-1.3621262
205679_x_at,0.4179,-1.1988782
200851_s_at,0.4179,1.4843455
204764_at,0.4179,-1.5346642
204876_at,0.4179,-1.2953377
205164_at,0.4179,-0.9570693
201661_s_at,0.4179,0.9057634
218189_s_at,0.4179,1.9320863
219885_at,0.4179,-1.0679205
210203_at,0.4179,-1.364098
218830_at,0.4179,0.7320622
220741_s_at,0.4179,1.2058969
213019_at,0.4179,1.6236814
202372_at,0.4179,0.952126
209023_s_at,0.4179,1.6880972
209780_at,0.4179,1.5032855
209321_s_at,0.4179,0.9068834
220553_s_at,0.4179,0.9151159
217962_at,0.4179,-0.9669057
212875_s_at,0.4179,-1.2432559
212646_at,0.4179,-0.6957534
219030_at,0.4179,1.3767352
218842_at,0.4179,1.0773553
207627_s_at,0.4179,-1.1314141
215587_x_at,0.4179,1.3020549
221736_at,0.4179,0.7388129
216199_s_at,0.4179,1.2330453
212015_x_at,0.4179,1.5024445
202956_at,0.4179,1.3353927
206693_at,0.4179,1.3055176
221193_s_at,0.4179,1.1405739
202451_at,0.4179,1.2314809
212256_at,0.4179,1.157608
221117_at,0.4179,-0.8321651
213023_at,0.4179,-1.0598621
205228_at,0.4179,-1.0010075
214280_x_at,0.4179,1.5633812
215320_at,0.4179,-0.8742268
215340_at,0.4179,-1.2604793
206401_s_at,0.4179,-0.9115186
211968_s_at,0.4179,0.69573
205789_at,0.4179,-1.9436769
213012_at,0.4179,1.4168756
210675_s_at,0.4179,-1.1381221
206365_at,0.4179,-1.6697215
204788_s_at,0.4179,-1.0863064
213136_at,0.4179,1.5322427
221918_at,0.4179,0.7887661
202915_s_at,0.4179,1.3632878
220437_at,0.4179,-0.9536821
202018_s_at,0.4179,2.2382647
212638_s_at,0.4179,1.6730485
220546_at,0.4179,-1.3415322
203447_at,0.4179,0.7249415
221806_s_at,0.4179,1.0264399
204886_at,0.4179,-1.1341087
210327_s_at,0.4179,-1.1237671
209964_s_at,0.4179,-0.7099078
213724_s_at,0.4179,-1.0179612
212342_at,0.4179,1.7760323
202846_s_at,0.4179,1.0359888
212446_s_at,0.4179,1.1045626
201442_s_at,0.4179,-0.8281936
209974_s_at,0.4179,0.9167066
213774_s_at,0.4179,-0.8133156
203167_at,0.4179,-0.8752043
217880_at,0.4179,1.0394634
219058_x_at,0.4179,-1.6351893
203023_at,0.4179,-1.3914283
221530_s_at,0.4179,1.1431465
201372_s_at,0.4179,1.55132
213684_s_at,0.4179,1.7388568
219295_s_at,0.4179,-1.8305688
201947_s_at,0.4179,2.3962561
203301_s_at,0.4179,1.2365618
207410_s_at,0.4179,-1.417205
200593_s_at,0.4179,0.9591758
210783_x_at,0.4179,-1.2177342
214386_at,0.4179,0.9112895
217073_x_at,0.4179,-0.801905
201348_at,0.4179,-1.274512
215607_x_at,0.4179,0.8644925
207996_s_at,0.4179,1.0528891
203654_s_at,0.4179,0.9789665
212961_x_at,0.4179,1.2980332
209068_at,0.4179,1.0681433
212151_at,0.4179,0.9990343
217645_at,0.4179,-0.8427165
210752_s_at,0.4179,-1.1816321
214737_x_at,0.4179,1.1803323
201997_s_at,0.4179,1.2256618
221223_x_at,0.4179,-0.8073064
212918_at,0.4179,1.6779506
205156_s_at,0.4179,-1.1635107
214678_x_at,0.4179,2.3962222
212131_at,0.4179,1.6249769
202769_at,0.4179,0.8432792
213524_s_at,0.4179,-1.3573058
218671_s_at,0.4179,0.9142162
221423_s_at,0.4179,-1.2366541
200043_at,0.4179,1.6633243
213182_x_at,0.4179,-0.7714084
216193_at,0.4179,-1.132439
213063_at,0.4179,0.8266601
218909_at,0.4179,1.2964745
218604_at,0.4179,1.0607957
207722_s_at,0.4179,-1.4951396
206055_s_at,0.4179,1.7877439
213793_s_at,0.4179,2.1190871
205712_at,0.4179,-0.6944083
211459_at,0.4179,-0.9366497
208651_x_at,0.4179,1.1307761
207815_at,0.4179,-1.1792415
212766_s_at,0.4179,0.9884602
221553_at,0.4179,1.1184338
208511_at,0.4179,-1.1994625
215572_at,0.4179,-1.0337362
219583_s_at,0.4179,0.7240697
202750_s_at,0.4179,1.1174766
203846_at,0.4179,-0.7650143
206225_at,0.4179,-1.7898207
219982_s_at,0.4179,1.3254215
216354_at,0.4179,-1.2195656
206985_at,0.4179,-1.3737305
201311_s_at,0.4179,1.2223595
203917_at,0.4179,1.5648451
218832_x_at,0.4179,-1.1397856
201277_s_at,0.4179,1.9509105
209016_s_at,0.4179,2.5528577
220325_at,0.4179,-1.1922763
206131_at,0.4179,-0.7559253
204868_at,0.4179,0.9047444
203738_at,0.4179,0.8584779
221950_at,0.4179,-1.03568
221314_at,0.4179,-0.736509
204198_s_at,0.4179,0.7982068
217644_s_at,0.4179,-1.1975817
202396_at,0.4179,0.9184275
205559_s_at,0.4179,-2.1106616
219083_at,0.4179,1.302603
216331_at,0.4179,-1.2877008
213810_s_at,0.4179,-1.3007707
202837_at,0.4179,1.2806415
222271_at,0.4179,-0.865071
205629_s_at,0.4179,-0.8623103
212498_at,0.4179,1.2276858
206179_s_at,0.4179,-0.786446
201493_s_at,0.4179,1.3632236
208426_x_at,0.4179,-1.318773
222325_at,0.4179,-0.9100825
220044_x_at,0.4179,0.7511071
219618_at,0.4179,1.0847516
210399_x_at,0.4179,-1.0460599
209952_s_at,0.4179,-0.9413838
206449_s_at,0.4179,-0.7972741
216671_x_at,0.4179,-0.8728369
203743_s_at,0.4179,1.0001476
210356_x_at,0.4179,-0.6654011
206640_x_at,0.4179,-1.6914112
203267_s_at,0.4179,-0.9019747
200947_s_at,0.4179,1.5133831
211864_s_at,0.4179,0.9963602
219543_at,0.4179,-0.686263
219288_at,0.4179,1.0896743
211561_x_at,0.4179,-1.0595024
203157_s_at,0.4179,-0.6980988
218246_at,0.4179,-0.946738
202489_s_at,0.4179,1.7858255
216150_at,0.4179,-1.3071164
212209_at,0.4179,0.7901614
214096_s_at,0.4179,1.3196799
208808_s_at,0.4179,1.0897378
214360_at,0.4179,-1.1580582
220310_at,0.4179,-1.0888451
201786_s_at,0.4179,0.9144716
207601_at,0.4179,-1.1311754
201263_at,0.4179,1.1910114
208862_s_at,0.4179,1.1577634
204633_s_at,0.4179,1.1220606
215977_x_at,0.4179,-1.5402667
203318_s_at,0.4179,-1.0147895
219334_s_at,0.4179,-1.2706128
210357_s_at,0.4179,0.9136772
214888_at,0.4179,-0.9121972
205722_s_at,0.4179,-0.8236968
203983_at,0.4179,0.7972637
212781_at,0.4179,0.926506
210413_x_at,0.4179,-0.8388832
203581_at,0.4179,1.3850793
52159_at,0.4179,0.8792487
207436_x_at,0.4179,0.9318752
200968_s_at,0.4179,2.0130195
219433_at,0.4179,2.0505769
201689_s_at,0.4179,1.7783159
203420_at,0.4179,1.8325603
208988_at,0.4179,1.7102074
214500_at,0.4179,-0.9950221
210298_x_at,0.4179,-1.0018236
215495_s_at,0.4179,-1.5757486
216878_x_at,0.4179,-1.391951
207786_at,0.4179,-1.7301702
210964_s_at,0.4179,-1.646329
214791_at,0.4179,-1.5400384
218393_s_at,0.4179,0.7713734
211010_s_at,0.4179,-1.2217655
217167_x_at,0.4179,-1.0863836
203740_at,0.4179,0.8613682
215562_at,0.4179,-1.0862634
201293_x_at,0.4179,0.7769479
206220_s_at,0.4179,-0.81381
212128_s_at,0.4179,-1.2678569
208210_at,0.4179,-0.8420174
212626_x_at,0.4179,1.3509345
201327_s_at,0.4179,1.0765554
203038_at,0.4179,0.6346354
216247_at,0.4179,-1.0946788
207833_s_at,0.4179,-0.9624854
207989_at,0.4179,-1.1173937
200033_at,0.4179,0.9319635
219007_at,0.4179,1.6099026
215279_at,0.4179,-0.9995607
212515_s_at,0.4179,2.3015768
214093_s_at,0.4179,1.1927206
210382_at,0.4179,-1.0654415
212864_at,0.4179,1.0536008
222204_s_at,0.4179,1.3775878
203224_at,0.4179,0.7739814
204181_s_at,0.4179,-1.0450999
221733_s_at,0.4179,-0.792656
201361_at,0.4179,-0.762605
219190_s_at,0.4179,0.9829276
210316_at,0.4179,-0.8398634
222177_s_at,0.4179,-0.9359222
212421_at,0.4179,-0.6187774
213493_at,0.4179,-1.9321391
222350_at,0.4179,-0.8813256
221434_s_at,0.4179,0.9035094
217248_s_at,0.4179,-0.8383432
215528_at,0.4179,-0.6513083
215250_at,0.4179,-1.4380928
200631_s_at,0.4179,1.009714
211342_x_at,0.4179,-1.1136408
204539_s_at,0.4179,1.1474278
200754_x_at,0.4179,0.9990873
219031_s_at,0.4179,1.2922677
219806_s_at,0.4179,0.8796534
200969_at,0.4179,0.9639687
218263_s_at,0.4179,2.1687894
205154_at,0.4179,-0.7692114
201385_at,0.4179,2.117329
208863_s_at,0.4179,1.490852
221854_at,0.4179,-0.775188
218677_at,0.4179,1.517412
210130_s_at,0.4179,-0.6968816
213782_s_at,0.4179,-0.8482377
212458_at,0.4179,0.9683719
216608_at,0.4179,1.0300205
208472_at,0.4179,-0.7788207
208864_s_at,0.4179,0.7629189
208175_s_at,0.4179,-1.2837949
213786_at,0.4179,1.1298564
204778_x_at,0.4179,-1.6341729
216379_x_at,0.4179,1.9493091
211687_x_at,0.4179,-0.8707425
203008_x_at,0.4179,1.1357322
213142_x_at,0.4179,0.7078243
204142_at,0.4179,1.9180852
221843_s_at,0.4179,-0.8623901
209451_at,0.4179,1.5966466
215599_at,0.4179,1.6687222
201549_x_at,0.4179,0.7273272
209696_at,0.4179,1.2083848
221472_at,0.4179,0.9434405
213086_s_at,0.4179,0.6626384
202285_s_at,0.4179,-0.9117556
202413_s_at,0.4179,1.6371935
200060_s_at,0.4179,0.9904722
216024_at,0.4179,-0.8041433
218960_at,0.4179,-0.7674453
208517_x_at,0.4179,2.0030167
213412_at,0.4179,-0.8933339
212621_at,0.4179,1.0232359
214407_x_at,0.4179,-1.0140306
200080_s_at,0.4179,0.8270986
208948_s_at,0.4179,0.7643716
218049_s_at,0.4179,1.8703329
200720_s_at,0.4179,-1.1564677
209265_s_at,0.4179,1.6172513
208889_s_at,0.4179,-1.0857779
203714_s_at,0.4179,0.7535282
208554_at,0.4179,-1.6483897
221144_at,0.4179,-1.0376783
212630_at,0.4179,1.2845175
219329_s_at,0.4179,1.6236682
221116_at,0.4179,-1.2916272
214086_s_at,0.4179,1.2925886
209752_at,0.4179,-1.0830458
219461_at,0.4179,-1.0678372
219948_x_at,0.4179,-1.6305459
202674_s_at,0.4179,1.1594873
212676_at,0.4179,0.9414028
39248_at,0.4179,2.1079169
207166_at,0.4179,-1.0457796
204289_at,0.4179,-0.9771188
209751_s_at,0.4179,-0.7582825
213175_s_at,0.4179,1.5983953
219212_at,0.4179,1.4214704
208659_at,0.4179,1.4509553
202611_s_at,0.4179,1.9160296
211951_at,0.4179,1.2390562
208319_s_at,0.4179,1.8071926
214176_s_at,0.4179,0.9009633
200943_at,0.4179,1.5981784
177_at,0.4179,-0.6493478
209875_s_at,0.4179,1.0134334
215595_x_at,0.4179,1.2944022
214592_s_at,0.4179,-0.8242001
200066_at,0.4179,1.4524332
207488_at,0.4179,-1.0644684
208947_s_at,0.4179,-0.9779861
200712_s_at,0.4179,0.8372889
220089_at,0.4179,1.6990542
210756_s_at,0.4179,-0.7292031
210764_s_at,0.4179,-1.3837448
212282_at,0.4179,1.5644628
201789_at,0.4179,-1.5511361
218143_s_at,0.4179,-0.7986867
214439_x_at,0.4179,-1.493006
220837_at,0.4179,-1.5078262
218117_at,0.4179,1.3175584
217814_at,0.4179,1.1182051
215862_at,0.4179,-0.8143492
208461_at,0.4179,0.8310241
218766_s_at,0.4179,1.2556515
208510_s_at,0.4179,-1.6480794
200097_s_at,0.4179,0.8523231
202220_at,0.4179,0.6810606
202712_s_at,0.4179,0.7480428
209116_x_at,0.4179,-2.9107757
212909_at,0.4179,-0.7893599
59375_at,0.4179,-0.7946763
213049_at,0.4179,1.0401037
220327_at,0.4179,-1.0984177
211191_at,0.4179,-0.9494545
212413_at,0.4179,-1.1748691
208841_s_at,0.4179,0.6640711
209330_s_at,0.4179,2.3150026
205300_s_at,0.4179,1.2154749
218069_at,0.4179,-0.6395067
215697_at,0.4179,-0.6161136
201408_at,0.4179,1.060888
203918_at,0.4179,-0.9107901
202266_at,0.4179,2.3318255
201574_at,0.4179,0.8899821
205735_s_at,0.4179,-0.8046504
204899_s_at,0.4179,-0.7807216
201260_s_at,0.4179,1.5015822
32259_at,0.4179,0.6125993
220618_s_at,0.4179,-1.136593
212739_s_at,0.4179,-0.9482483
209109_s_at,0.4179,0.806979
213756_s_at,0.4179,-1.267344
220069_at,0.4179,-0.9713636
211930_at,0.4179,1.1587295
202850_at,0.4179,1.0957907
212843_at,0.4179,1.1907001
212984_at,0.4179,1.6165678
218446_s_at,0.4179,1.0209908
202066_at,0.4179,1.0943609
218990_s_at,0.4179,-1.06868
218375_at,0.4179,0.6325018
221060_s_at,0.4179,-1.2201125
213140_s_at,0.4179,1.026146
221658_s_at,0.4179,-0.9665177
202227_s_at,0.4179,0.7702128
212363_x_at,0.4179,0.8747138
212849_at,0.4179,-1.0658578
206093_x_at,0.4179,-0.6819155
202309_at,0.4179,-0.7911612
207928_s_at,0.4179,1.9539459
218192_at,0.4179,0.8100045
203316_s_at,0.4179,0.8897309
208293_x_at,0.4179,-1.2276439
220023_at,0.4179,-1.1767206
206405_x_at,0.4179,1.0564199
200016_x_at,0.4179,0.6753265
219036_at,0.4179,-0.618757
202596_at,0.4179,1.6297047
216373_at,0.4179,-0.725715
205428_s_at,0.4179,-0.5818424
203706_s_at,0.4179,1.0430209
202228_s_at,0.4179,0.804357
211137_s_at,0.4184,0.6496123
200608_s_at,0.4193,0.9461185
202694_at,0.4193,1.0070488
203438_at,0.4195,1.2799107
211222_s_at,0.4195,-0.8230624
209122_at,0.4197,-0.7806191
216057_at,0.4201,-0.8816813
206210_s_at,0.4201,-0.68663
211596_s_at,0.4201,2.0979388
222059_at,0.4201,-0.8949428
214283_at,0.4209,-0.6215597
207796_x_at,0.4209,-1.2727118
204421_s_at,0.4209,-1.1702182
202935_s_at,0.4209,1.1610314
201845_s_at,0.4209,1.8562785
211667_x_at,0.4209,-0.9028565
214814_at,0.4209,-1.3292495
207395_at,0.4209,-0.8958947
213284_at,0.4209,1.0544612
208242_at,0.4209,-0.8044379
205755_at,0.4209,-0.8325787
221344_at,0.4209,-0.7349212
201803_at,0.4209,1.201379
215867_x_at,0.4209,0.7023087
221242_at,0.4209,-0.6823505
204202_at,0.4209,0.9102723
220580_at,0.4216,-0.6652022
219277_s_at,0.4216,-0.9180017
212037_at,0.4216,0.7953445
215837_x_at,0.4216,-1.5023579
204890_s_at,0.4221,-1.2353599
218437_s_at,0.4221,1.467229
222119_s_at,0.4223,0.9759862
214664_at,0.4251,-1.0167378
221000_s_at,0.4252,1.3636769
209757_s_at,0.4252,-0.8268618
215738_at,0.4252,-0.7813552
212804_s_at,0.4252,0.7835772
206588_at,0.4252,1.2572031
200723_s_at,0.4252,1.6014688
205762_s_at,0.4252,1.4037114
206982_at,0.4252,-1.0169494
217620_s_at,0.4252,1.0837346
218085_at,0.4252,0.9067149
1598_g_at,0.4252,-0.6725128
217387_at,0.4259,1.1313608
201285_at,0.4259,1.8442115
210824_at,0.4259,-0.7627289
217414_x_at,0.4259,-1.572815
214946_x_at,0.4259,-0.9169212
203079_s_at,0.4259,0.9395252
204508_s_at,0.4259,1.2844253
203397_s_at,0.4259,1.2539264
201225_s_at,0.4259,1.1332336
218737_at,0.4259,0.8889266
210338_s_at,0.4271,0.9659323
206151_x_at,0.4274,-0.7406413
214007_s_at,0.428,-0.9016925
210734_x_at,0.4307,-0.7434807
203997_at,0.4316,0.7879786
209876_at,0.4328,-0.9247545
209240_at,0.4328,0.7943311
209046_s_at,0.4328,0.711257
202223_at,0.4328,1.1369177
205121_at,0.4328,-0.9633839
1007_s_at,0.4328,0.6973986
209473_at,0.4328,-0.7228746
211834_s_at,0.4331,-0.6485385
205822_s_at,0.4331,-1.263719
201561_s_at,0.4331,1.3921506
208246_x_at,0.4331,1.347185
208787_at,0.4331,0.7495255
221313_at,0.4331,-0.6392481
215249_at,0.4331,-0.9672216
214975_s_at,0.4331,1.0489393
202521_at,0.4331,0.9727199
221699_s_at,0.4331,0.9582516
210354_at,0.4331,-0.5728979
215078_at,0.4331,-1.1088175
209194_at,0.4331,1.07262
212622_at,0.4331,0.6339062
219803_at,0.4331,-0.8250808
217108_at,0.4331,-0.6843883
214800_x_at,0.4331,0.7594286
203673_at,0.4331,-1.0626048
212931_at,0.4331,0.8712893
216700_at,0.4331,-0.9903233
207272_at,0.4331,-1.3785677
203241_at,0.4331,-0.5675886
208739_x_at,0.4331,1.8438172
211832_s_at,0.4331,-0.7439703
206385_s_at,0.4331,1.6842944
215863_at,0.4331,0.7069059
209127_s_at,0.4331,0.6979714
218016_s_at,0.4331,0.854742
205106_at,0.4331,-0.7267939
220188_at,0.4331,-1.1046879
208990_s_at,0.4331,0.7054294
212919_at,0.4331,1.1417131
211352_s_at,0.4331,-0.6813761
205303_at,0.4331,-1.1402414
212886_at,0.4331,-1.7143777
203403_s_at,0.4331,1.8341964
217208_s_at,0.4331,-0.6723469
200804_at,0.4331,0.8551742
221076_at,0.4331,-1.0823299
